machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 537, cp.soft = 150, angle = 63.1019711304379, angle.soft = 89.8251344620519
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 399, angle = 16.0712324619596, angle.soft = 48.8595490549099
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 533, angle = 21.3875955719049, angle.soft = 75.802657994156
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 401, angle = 17.7190182028597, angle.soft = 45.245266769193
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 404, cp.soft = 404, angle = 30.2277315193646, angle.soft = 30.1546428529051
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 399, cp.soft = 398, angle = 18.8771552109597, angle.soft = 35.8519896488694
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 392, angle = 32.103262769776, angle.soft = 47.4672183422027
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 403, cp.soft = 63, angle = 43.0843746814586, angle.soft = 88.5916382985721
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 11.9572863300034, angle.soft = 45.0566337268064
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 406, angle = 18.393107465309, angle.soft = 59.862996056649
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 401, angle = 14.3311580437991, angle.soft = 53.313310752077
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 403, cp.soft = 398, angle = 23.0166870157331, angle.soft = 64.6731587662452
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 406, cp.soft = 402, angle = 16.9709846712823, angle.soft = 33.5782337462785
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 399, cp.soft = 23, angle = 26.5030464300611, angle.soft = 89.7312735975239
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 461, cp.soft = 23, angle = 39.8306696578587, angle.soft = 87.7194311757157
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 409, cp.soft = 3, angle = 62.8220799266438, angle.soft = 87.2103655064921
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 397, cp.soft = 413, angle = 15.0741759140195, angle.soft = 52.0841185050724
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 396, angle = 21.5007313170128, angle.soft = 55.5873699000403
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 15.3364132202749, angle.soft = 40.3130478134373
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 386, angle = 13.5616819819251, angle.soft = 56.3465778749371
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 361, cp.soft = 925, angle = 89.7155500942915, angle.soft = 89.9396262213799
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 679, cp.soft = 129, angle = 89.8549225332131, angle.soft = 87.9801714617276
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 481, cp.soft = 1164, angle = 89.8411453145915, angle.soft = 89.6758597343199
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 779, cp.soft = 667, angle = 89.5630994581029, angle.soft = 89.8499182870999
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 514, cp.soft = 1134, angle = 84.8937298866289, angle.soft = 89.8735732336145
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 589, cp.soft = 483, angle = 89.4498281475968, angle.soft = 89.8901100910944
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 664, cp.soft = 15, angle = 85.6849780264507, angle.soft = 87.1369544037517
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 639, cp.soft = 1179, angle = 86.0878205680324, angle.soft = 89.8143353615441
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 485, cp.soft = 706, angle = 89.7502638842431, angle.soft = 89.7912031069375
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 622, cp.soft = 390, angle = 87.1248747147183, angle.soft = 89.9634804598768
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 683, cp.soft = 77, angle = 64.4705340956556, angle.soft = 87.6944635654127
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 369, cp.soft = 737, angle = 89.8128020562783, angle.soft = 89.9725599386798
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 583, cp.soft = 1199, angle = 52.8769776377729, angle.soft = 89.1758039718875
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 409, cp.soft = 55, angle = 77.4976800221531, angle.soft = 88.4182593590131
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 794, cp.soft = 960, angle = 76.1568326857274, angle.soft = 88.9286166626085
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 291, angle = 63.4091826845941, angle.soft = 87.0069310812777
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 649, cp.soft = 62, angle = 81.11743723389, angle.soft = 89.9216574585954
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 643, cp.soft = 959, angle = 76.6816828131131, angle.soft = 89.7762345529737
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 472, cp.soft = 904, angle = 88.8198404406268, angle.soft = 88.7599139291006
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 386, cp.soft = 1195, angle = 76.0983523966514, angle.soft = 89.2070544125515
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 442, cp.soft = 980, angle = 59.0416123566733, angle.soft = 89.4609622542752
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 391, angle = 35.6209986975269, angle.soft = 60.2159036600775
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 429, cp.soft = 429, angle = 37.3170735652619, angle.soft = 61.4443564400173
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 298, angle = 45.3510883519726, angle.soft = 85.954026768251
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 401, cp.soft = 97, angle = 81.8411108345011, angle.soft = 89.3754669144594
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 402, cp.soft = 407, angle = 43.1066174375549, angle.soft = 47.4512680159654
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 413, cp.soft = 1171, angle = 58.0363452105064, angle.soft = 89.7786228084268
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 399, cp.soft = 1197, angle = 42.6445026618507, angle.soft = 89.8806219737811
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 393, angle = 40.4873879407203, angle.soft = 87.5877513804642
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 402, angle = 44.6066624897968, angle.soft = 74.0742648940729
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 401, angle = 34.2326481562835, angle.soft = 68.2807743754529
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 312, angle = 34.9697971213971, angle.soft = 83.1832313702786
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 485, cp.soft = 353, angle = 56.1585334594066, angle.soft = 88.2767920235835
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 411, cp.soft = 159, angle = 54.4077941129906, angle.soft = 87.2144785260847
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 397, cp.soft = 403, angle = 45.823004110333, angle.soft = 62.8341850312699
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 406, cp.soft = 405, angle = 48.8993644442925, angle.soft = 56.6778621062998
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 392, cp.soft = 391, angle = 40.9150301146197, angle.soft = 65.5658021019365
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 403, angle = 29.8599677797462, angle.soft = 57.2920898538259
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 30.3836817071358, angle.soft = 56.1425480569352
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 405, angle = 33.2727946603683, angle.soft = 54.4485851631223
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 396, cp.soft = 394, angle = 43.6320022557185, angle.soft = 63.7787289894783
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 404, cp.soft = 38, angle = 45.959359175589, angle.soft = 89.7292545943511
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 413, cp.soft = 7, angle = 46.9232821359129, angle.soft = 76.8252045951545
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 88, angle = 53.8176741790851, angle.soft = 87.9489999935135
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 21.3673345881334, angle.soft = 51.9164532434097
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 24.3612152755463, angle.soft = 53.2615548335519
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 400, angle = 24.3086989202799, angle.soft = 49.9052581725359
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 397, cp.soft = 397, angle = 23.6506903584377, angle.soft = 46.1013366015506
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 643, cp.soft = 1138, angle = 88.5204018455915, angle.soft = 89.3957307990012
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 538, cp.soft = 1154, angle = 89.2042099402223, angle.soft = 89.4108981287056
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 376, cp.soft = 1191, angle = 89.0367595283103, angle.soft = 88.9727853371624
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 494, cp.soft = 1019, angle = 89.7572105763383, angle.soft = 87.2682208478048
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 702, cp.soft = 30, angle = 88.609862127262, angle.soft = 88.5356158821109
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 479, cp.soft = 372, angle = 87.3509283853977, angle.soft = 87.8262132419938
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 409, cp.soft = 1194, angle = 88.5197051709416, angle.soft = 89.5746496791601
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 755, cp.soft = 1198, angle = 83.4392168333083, angle.soft = 88.5155993432157
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 557, cp.soft = 312, angle = 88.4008009043537, angle.soft = 87.2182426325646
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 721, cp.soft = 960, angle = 83.47833238768, angle.soft = 88.7723706247685
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 620, cp.soft = 84, angle = 88.3257757661532, angle.soft = 89.785508792562
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 486, cp.soft = 345, angle = 84.7361068536575, angle.soft = 89.2254543026312
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 439, cp.soft = 28, angle = 81.2891516224475, angle.soft = 89.4809027217183
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 432, cp.soft = 6, angle = 85.3093745972306, angle.soft = 88.0017051820218
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 519, cp.soft = 1174, angle = 78.3541459244617, angle.soft = 89.650127025964
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 558, cp.soft = 525, angle = 82.8870162280478, angle.soft = 89.1654879455566
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 742, cp.soft = 254, angle = 79.6762802176053, angle.soft = 88.7721341990929
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 533, cp.soft = 1199, angle = 76.9116849917688, angle.soft = 89.4644621588529
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 553, cp.soft = 1196, angle = 88.3160631572373, angle.soft = 89.0435060663717
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 511, cp.soft = 410, angle = 74.5400834075613, angle.soft = 78.3626089373146
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 415, cp.soft = 364, angle = 62.5521105518729, angle.soft = 89.1035204693853
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 387, cp.soft = 880, angle = 72.7796651696301, angle.soft = 89.8840183309682
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 454, cp.soft = 32, angle = 68.3340124009958, angle.soft = 89.2966227770649
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 340, cp.soft = 570, angle = 70.5259930255753, angle.soft = 88.6342261850379
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 389, cp.soft = 1143, angle = 68.7206689578355, angle.soft = 86.5686221334774
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 491, cp.soft = 1199, angle = 80.9316323625914, angle.soft = 88.225341580518
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 361, cp.soft = 1188, angle = 75.2737235206993, angle.soft = 89.3634239920474
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 606, cp.soft = 135, angle = 76.2622482167982, angle.soft = 89.8843446902511
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 418, cp.soft = 620, angle = 53.883637912533, angle.soft = 89.931455361713
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 423, cp.soft = 9, angle = 66.8391919480766, angle.soft = 89.3820981918343
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 403, cp.soft = 1176, angle = 62.3629270394325, angle.soft = 88.9479542652253
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 1140, angle = 59.1721179993092, angle.soft = 83.026158063099
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 805, cp.soft = 615, angle = 76.5024036039192, angle.soft = 78.8235510153059
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 415, cp.soft = 7, angle = 79.5758038597925, angle.soft = 87.0747463048342
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 395, cp.soft = 1045, angle = 65.8132270200542, angle.soft = 88.8246414234222
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 635, cp.soft = 33, angle = 85.8263890540095, angle.soft = 87.8741507577454
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 559, angle = 57.5430761891679, angle.soft = 87.8746902938481
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 395, angle = 61.3572044926333, angle.soft = 76.6431148808021
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 398, cp.soft = 260, angle = 52.9946731679789, angle.soft = 88.2332798859973
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 264, angle = 54.0235314947496, angle.soft = 86.0093325347667
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 420, cp.soft = 592, angle = 65.5753361179847, angle.soft = 89.135523837419
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 432, cp.soft = 370, angle = 72.2133587988865, angle.soft = 85.6828363194241
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 424, cp.soft = 1182, angle = 77.0421023995642, angle.soft = 86.7976952152029
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 664, cp.soft = 1196, angle = 74.3464345877527, angle.soft = 88.6417329133571
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 397, cp.soft = 396, angle = 56.2986247462552, angle.soft = 81.6495685306441
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 49.140214898697, angle.soft = 75.4534698370445
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 398, angle = 51.6191790081046, angle.soft = 76.9905891422193
machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 401, angle = 51.5813564857886, angle.soft = 69.2247230027541
machine = araf.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 592, cp.soft = 5, angle = 90, angle.soft = 89.9917446559247
machine = araf.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 570, cp.soft = 106, angle = 90, angle.soft = 90
machine = araf.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 571, cp.soft = 7, angle = 81.9628834722448, angle.soft = 89.8658027921573
machine = araf.damtp.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 470, cp.soft = 1165, angle = 69.5426356609051, angle.soft = 89.779753883593
